name,ingredients,category
"Turkey, all classes, light meat, cooked, roasted",N/A,Turkey
"Turkey, whole, dark meat, cooked, roasted",N/A,Turkey
"Turkey, all classes, leg, meat and skin, cooked, roasted",N/A,Turkey
"Turkey, all classes, wing, meat and skin, cooked, roasted",N/A,Turkey
"Turkey, whole, breast, meat only, cooked, roasted",N/A,Turkey
"Turkey, whole, wing, meat only, cooked, roasted",N/A,Turkey
"Turkey, Ground, cooked",N/A,Turkey
"Chicken, cornish game hens, meat and skin, cooked, roasted",N/A,Chicken
"Chicken, cornish game hens, meat only, cooked, roasted",N/A,Chicken
"Chicken, canned, no broth",N/A,Chicken
"Chicken, broilers or fryers, breast, skinless, boneless, meat only, with added solution, raw",N/A,Chicken
"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",N/A,Chicken
"Chicken patty, frozen, cooked",N/A,Chicken patty
"Chicken, broiler, rotisserie, BBQ, thigh, meat only",N/A,Chicken
"Chicken, feet, boiled",N/A,Chicken
"Chicken, broiler, rotisserie, BBQ, breast, meat and skin",N/A,Chicken
"Chicken, broiler, rotisserie, BBQ, drumstick, meat and skin",N/A,Chicken
"Chicken, broiler, rotisserie, BBQ, thigh, meat and skin",N/A,Chicken
"Chicken, broiler, rotisserie, BBQ, wing, meat and skin",N/A,Chicken
"Ostrich, ground, cooked, pan-broiled",N/A,Ostrich
"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",N/A,Chicken
"Chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised",N/A,Chicken
"Chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",N/A,Chicken
"Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",N/A,Chicken
"Turkey, dark meat, meat only, with added solution, cooked, roasted",N/A,Turkey
"Turkey from whole, light meat, meat only, with added solution, cooked, roasted",N/A,Turkey from whole
"Turkey, skin from whole, (light and dark), with added solution, roasted",N/A,Turkey
"Turkey, dark meat from whole, meat and skin, with added solution, cooked, roasted",N/A,Turkey
"Turkey from whole, light meat, meat and skin, with added solution, cooked, roasted",N/A,Turkey from whole
"Turkey, whole, meat only, with added solution, roasted",N/A,Turkey
"Turkey, whole, meat and skin, with added solution, roasted",N/A,Turkey
"Turkey, drumstick, from whole bird, meat only, with added solution, roasted",N/A,Turkey
"Turkey, retail parts, breast, meat and skin, with added solution, raw",N/A,Turkey
"Turkey, thigh, from whole bird, meat only, with added solution, roasted",N/A,Turkey
"Turkey, wing, from whole bird, meat only, with added solution, roasted",N/A,Turkey
"Turkey, drumstick, from whole bird, meat only, roasted",N/A,Turkey
"Turkey, thigh, from whole bird, meat only, roasted",N/A,Turkey
"Turkey, retail parts, thigh, meat and skin, cooked, roasted",N/A,Turkey
"Turkey, back, from whole bird, meat and skin, with added solution, roasted",N/A,Turkey
"Soup, cream of asparagus, canned, condensed",N/A,Soup
"Soup, bean with pork, canned, condensed",N/A,Soup
"Soup, beef broth or bouillon canned, ready-to-serve",N/A,Soup
"Soup, beef noodle, canned, condensed",N/A,Soup
"Soup, cream of celery, canned, condensed",N/A,Soup
"Soup, cheese, canned, condensed",N/A,Soup
"Soup, chicken broth, canned, condensed",N/A,Soup
"Soup, chicken, canned, chunky, ready-to-serve",N/A,Soup
"Soup, cream of chicken, canned, condensed",N/A,Soup
"Soup, chunky chicken noodle, canned, ready-to-serve",N/A,Soup
"Soup, chicken noodle, canned, condensed",N/A,Soup
"Soup, chicken rice, canned, chunky, ready-to-serve",N/A,Soup
"Soup, chicken with rice, canned, condensed",N/A,Soup
"Soup, chicken and vegetable, canned, ready-to-serve",N/A,Soup
"Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve",N/A,Soup
"CAMPBELL'S, HEALTHY REQUEST, chicken with rice, condensed",N/A,CAMPBELL'S
"Soup, clam chowder, new england, canned, condensed",N/A,Soup
"Soup, minestrone, canned, chunky, ready-to-serve",N/A,Soup
"Soup, minestrone, canned, condensed",N/A,Soup
"Soup, cream of mushroom, canned, condensed",N/A,Soup
"Soup, mushroom with beef stock, canned, condensed",N/A,Soup
"Soup, onion, canned, condensed",N/A,Soup
"Soup, cream of onion, canned, condensed",N/A,Soup
"Soup, pea, green, canned, condensed",N/A,Soup
"Soup, pea, split with ham, canned, chunky, ready-to-serve",N/A,Soup
"Soup, cream of potato, canned, condensed",N/A,Soup
"Soup, chunky vegetable, canned, ready-to-serve",N/A,Soup
"Soup, vegetarian vegetable, canned, condensed",N/A,Soup
"Soup, chunky beef, canned, ready-to-serve",N/A,Soup
"Soup, vegetable beef, canned, condensed",N/A,Soup
"Soup, vegetable with beef broth, canned, condensed",N/A,Soup
"Soup, beef broth or bouillon, powder, dry",N/A,Soup
"Soup, cream of vegetable, dry, powder",N/A,Soup
"Sauce, teriyaki, ready-to-serve",N/A,Sauce
"Gravy, beef, canned, ready-to-serve",N/A,Gravy
"Gravy, chicken, canned or bottled, ready-to-serve",N/A,Gravy
"Soup, chicken noodle, dry, mix",N/A,Soup
"Soup, chicken mushroom, canned, condensed",N/A,Soup
"Sauce, barbecue",N/A,Sauce
"Soup, tomato, canned, condensed",N/A,Soup
"Sauce, salsa, ready-to-serve",N/A,Sauce
"Sauce, ready-to-serve, pepper, TABASCO",N/A,Sauce
"Soup, stock, beef, home-prepared",N/A,Soup
"Soup, stock, chicken, home-prepared",N/A,Soup
"Soup, stock, fish, home-prepared",N/A,Soup
"Sauce, hoisin, ready-to-serve",N/A,Sauce
"Sauce, oyster, ready-to-serve",N/A,Sauce
"Soup, minestrone, canned, reduced sodium, ready-to-serve",N/A,Soup
"Sauce, fish, ready-to-serve",N/A,Sauce
"Soup, cream of mushroom, canned, condensed, reduced sodium",N/A,Soup
"Soup, chicken broth, less/reduced sodium, ready to serve",N/A,Soup
"Soup, beef broth, less/reduced sodium, ready to serve",N/A,Soup
"Sauce, teriyaki, ready-to-serve, reduced sodium",N/A,Sauce
"Soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve",N/A,Soup
"Split pea soup, canned, reduced sodium, prepared with water or ready-to serve",N/A,Split pea soup
"Split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve",N/A,Split pea with ham soup
"Soup, chicken broth, ready-to-serve",N/A,Soup
"Soup, chicken vegetable with potato and cheese, chunky, ready-to-serve",N/A,Soup
"Soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk",N/A,Soup
"Soup, cream of shrimp, canned, prepared with equal volume low fat (2%) milk",N/A,Soup
"Soup, black bean, canned, prepared with equal volume water",N/A,Soup
"Soup, chicken broth, canned, prepared with equal volume water",N/A,Soup
"Soup, chicken gumbo, canned, prepared with equal volume water",N/A,Soup
"Soup, clam chowder, new england, canned, prepared with equal volume water",N/A,Soup
"Soup, cream of mushroom, canned, prepared with equal volume water",N/A,Soup
"Soup, pea, green, canned, prepared with equal volume water",N/A,Soup
"Soup, cream of shrimp, canned, prepared with equal volume water",N/A,Soup
"Soup, tomato beef with noodle, canned, prepared with equal volume water",N/A,Soup
"Soup, tomato rice, canned, prepared with equal volume water",N/A,Soup
"Soup, vegetarian vegetable, canned, prepared with equal volume water",N/A,Soup
"Soup, vegetable with beef broth, canned, prepared with equal volume water",N/A,Soup
"Soup, beef broth or bouillon, powder, prepared with water",N/A,Soup
"Soup, chicken broth or bouillon, dry, prepared with water",N/A,Soup
"Soup, onion, dry, mix, prepared with water",N/A,Soup
"Soup, tomato, dry, mix, prepared with water",N/A,Soup
"Soup, tomato, canned, prepared with equal volume water, commercial",N/A,Soup
"Soup, ramen noodle, any flavor, dry",N/A,Soup
"Soup, broccoli cheese, canned, condensed, commercial",N/A,Soup
"Soup, vegetable broth, ready to serve",N/A,Soup
"Soup, beef and vegetables, canned, ready-to-serve",N/A,Soup
"Sauce, pasta, spaghetti/marinara, ready-to-serve",N/A,Sauce
"Soup, cream of chicken, canned, condensed, reduced sodium",N/A,Soup
"Soup, tomato, canned, condensed, reduced sodium",N/A,Soup
Fish broth,N/A,Fish broth
"Soup, cream of mushroom, low sodium, ready-to-serve, canned",N/A,Soup
"Soup, chicken broth, low sodium, canned",N/A,Soup
"Sauce, worcestershire",N/A,Sauce
"Sauce, tomato chili sauce, bottled, with salt",N/A,Sauce
"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium",N/A,Sauce
"Soup, beef stroganoff, canned, chunky style, ready-to-serve",N/A,Soup
"Soup, bouillon cubes and granules, low sodium, dry",N/A,Soup
Blood sausage,N/A,Blood sausage
"Bologna, beef",N/A,Bologna
"Bratwurst, pork, cooked",N/A,Bratwurst
"Braunschweiger (a liver sausage), pork",N/A,Braunschweiger (a liver sausage)
"Frankfurter, beef, unheated",N/A,Frankfurter
"Frankfurter, turkey",N/A,Frankfurter
"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",N/A,Ham
Ham salad spread,N/A,Ham salad spread
"Headcheese, pork",N/A,Headcheese
"Knackwurst, knockwurst, pork, beef",N/A,Knackwurst
"Roast beef, deli style, prepackaged, sliced",N/A,Roast beef
"Mortadella, beef, pork",N/A,Mortadella
"Pate, chicken liver, canned",N/A,Pate
"Pepperoni, beef and pork, sliced",N/A,Pepperoni
"Pickle and pimiento loaf, pork",N/A,Pickle and pimiento loaf
"Pork sausage, link/patty, cooked, pan-fried",N/A,Pork sausage
Poultry salad sandwich spread,N/A,Poultry salad sandwich spread
"Salami, cooked, turkey",N/A,Salami
"Salami, dry or hard, pork, beef",N/A,Salami
"Sandwich spread, pork, beef",N/A,Sandwich spread
"Thuringer, cervelat, summer sausage, beef, pork",N/A,Thuringer
"Turkey breast, sliced, prepackaged",N/A,Turkey breast
"Sausage, Vienna, canned, chicken, beef, pork",N/A,Sausage
"Sausage, Italian, pork, mild, cooked, pan-fried",N/A,Sausage
"Frankfurter, beef, pork, and turkey, fat free",N/A,Frankfurter
"Luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes SPAM, 25% less sodium",N/A,Luncheon meat
"Luncheon meat, pork with ham, minced, canned, includes Spam (Hormel)",N/A,Luncheon meat
"Sausage, turkey, breakfast links, mild, raw",N/A,Sausage
"Scrapple, pork",N/A,Scrapple
"Sausage, breakfast sausage, beef, pre-cooked, unprepared",N/A,Sausage
"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",N/A,Chicken breast
"Frankfurter, meat and poultry, unheated",N/A,Frankfurter
"Pork sausage, link/patty, reduced fat, cooked, pan-fried",N/A,Pork sausage
"Kielbasa, fully cooked, grilled",N/A,Kielbasa
"Bologna, meat and poultry",N/A,Bologna
"Bacon, turkey, microwaved",N/A,Bacon
"Bacon, turkey, low sodium",N/A,Bacon
"Sausage, chicken or turkey, Italian style,  lower sodium",N/A,Sausage
"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN Original",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, POST, ALPHA-BITS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S APPLE JACKS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH with CRUNCHBERRIES",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S COCOA KRISPIES",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, POST, COCOA PEBBLES",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, COOKIE CRISP",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, Corn CHEX",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S Corn Flakes",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S CRACKLIN' OAT BRAN",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, RALSTON CRISP RICE",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN COMPLETE Wheat Flakes",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, POST Bran Flakes",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROOT LOOPS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG'S FROSTED MINI-WHEATS, Big Bite",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED RICE KRISPIES",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, POST, FRUITY PEBBLES",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, GOLDEN GRAHAMS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, granola, homemade",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, POST, GRAPE-NUTS Cereal",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, POST, GRAPE-NUTS Flakes",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, HONEY NUT CHEERIOS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, POST, Honeycomb Cereal",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, KIX",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, LUCKY CHARMS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, QUAKER, 100% Natural Granola, Oats, Wheat and Honey",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, Honey Nut CHEX",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S RAISIN BRAN",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, POST Raisin Bran Cereal",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, Rice CHEX",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S RICE KRISPIES",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S CORN POPS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED FLAKES",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S HONEY SMACKS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, POST, GOLDEN CRISP",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, RALSTON TASTEEOS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, TRIX",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, POST, Honey Nut Shredded Wheat",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, Wheat CHEX",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, wheat germ, toasted, plain",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, Multi-Grain CHEERIOS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, WHEATIES",N/A,Cereals ready-to-eat
"Cereals, corn grits, white, regular and quick, enriched, dry",N/A,Cereals
"Cereals, QUAKER, corn grits, instant, plain, dry",N/A,Cereals
"Cereals, CREAM OF RICE, dry",N/A,Cereals
"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",N/A,Cereals
"Cereals, CREAM OF WHEAT, instant, dry",N/A,Cereals
"Cereals, oats, regular and quick, not fortified, dry",N/A,Cereals
"Cereals, oats, instant, fortified, plain, dry",N/A,Cereals
"Cereals ready-to-eat, MALT-O-MEAL, MARSHMALLOW MATEYS",N/A,Cereals ready-to-eat
"Cereals, whole wheat hot natural cereal, dry",N/A,Cereals
"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, REESE'S PUFFS",N/A,Cereals ready-to-eat
"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, dry",N/A,Cereals
"Cereals ready-to-eat, GENERAL MILLS, OATMEAL CRISP, Crunchy Almond",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, chocolate-flavored frosted puffed corn",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, MALT-O-MEAL, COCO-ROOS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, QUAKER, Oatmeal Squares",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, QUAKER, Toasted Multigrain Crisps",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Granola with Oats, Wheat, Honey, and Raisins",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, QUAKER, Low Fat 100% Natural Granola with Raisins",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, Berry Burst CHEERIOS, Triple Berry",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, HONEY NUT CLUSTERS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, FIBER ONE Bran Cereal",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S CRISPIX",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, RAISIN NUT BRAN",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, APPLE CINNAMON CHEERIOS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, FROSTED CHEERIOS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, FRANKENBERRY",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, COUNT CHOCULA",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, COCOA PUFFS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, GENERAL MILLS, CINNAMON TOAST CRUNCH",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S MUESLIX",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Cereal",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S SMART START Strong Heart Antioxidants Cereal",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, MALT-O-MEAL, COLOSSAL CRUNCH",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, MALT-O-MEAL, TOOTIE FRUITIES",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S MARSHMALLOW FROOT LOOPS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S, RAISIN BRAN CRUNCH",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K Red Berries",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KASHI GOLEAN CRUNCH!",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KASHI HEART TO HEART, Honey Toasted Oat",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KASHI 7 Whole Grain Puffs",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KASHI GOLEAN",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, MALT-O-MEAL, Frosted Flakes",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, UNCLE SAM CEREAL",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KASHI, ORGANIC PROMISE Autumn Wheat",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, MALT-O-MEAL, Raisin Bran Cereal",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, MALT-O-MEAL, CINNAMON TOASTERS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, MALT-O-MEAL, Cocoa DYNO-BITES",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, MALT-O-MEAL, Frosted Mini SPOONERS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, MALT-O-MEAL, Fruity DYNO-BITES",N/A,Cereals ready-to-eat
Milk and cereal bar,N/A,Milk and cereal bar
"Cereals ready-to-eat, GENERAL MILLS, CHOCOLATE LUCKY CHARMS",N/A,Cereals ready-to-eat
"Cereals ready-to-eat, KELLOGG, SPECIAL K, Fruit & Yogurt",N/A,Cereals ready-to-eat
